,class,text
73864,5,I just saw a white bitch try to compare becky to nigger. Huh? https://t.co/wlM2YFau8S
73866,16,I hate Cersei so fucking much I can’t stand it. She is such a vile cunt and idk who told her she was that bitch #GOT https://t.co/QWo3TdHw6L
73874,6,CUTE  SMOOTH  FAGGOT LOOKING FOR SEX https://t.co/7X1FTr0fpn
73884,16,Knew spencer owen was a dodgy cunt from day 1 https://t.co/GQsXd87FpI
73888,5,"WE COLLECTING TAGS ONLINE. CAN'T WAIT TO GET CALLED A NIGGER TOO. THIS NIGGER GOT YOUR TAG BOY, GIMME GIMME https://t.co/hHD33sOzD3"
73889,5,3D gun real street nigga https://t.co/wAVAvuSgPO
73898,5,Me waiting for a rich white man to sweep me off of my feet and call me a nigger https://t.co/XUZr3jmKXK
73902,5,why did this pic call me a nigger on black ops 2 https://t.co/cT0bjab5kD
73906,16,🤤🤤 shockingly he fucks like a nigga with a 10in dick 🤭😜 https://t.co/13mXubdrr4
73909,5,Bet you this nigga got neck braids https://t.co/jGxtSSb33z
73915,5,Facebook banned me for three days because I referred to myself as white trash. Haha.  I am at a loss for words here. https://t.co/ardADjAbJN
73917,16,@ART_angel98 @that1mum she..is a mom you fuckin twat waffle https://t.co/e5LZH1mGoo
73921,5,@GOPChairwoman @gatewaypundit When is she going to play her race card https://t.co/STJPmJJVBM
73934,16,Lil nigga https://t.co/zZGI750Xnu
73939,5,@SleezySerb You’re a band nigga too! https://t.co/uHL4J07Ifh
73946,5,"@LightningLamela @MoistMatip AYO BRUH DAS A FUCKING LOLI, NIGGA THE FBI DONT FIND THIS SHIT CUTE https://t.co/MXcS0NQj2y"
73949,6,If you guessed sloppy sad dyke you won the lotto lads 🙆 https://t.co/huf9AQGB1n
73954,20,"Religion doesn't make people look bad, fucking retarded people make religion look bad https://t.co/UUpNSI7UBX https://t.co/I3aKTixRTP"
73959,6,"@FAMEKlLLS begone, faggot! https://t.co/p4Qp4YOllf"
73962,5,"If this is your  treestand ,you might be a redneck lol ,too funny 😅😅 https://t.co/1g4DK49OTp"
73976,5,@RobertTiego @Patienc85892531 @a4wodwa_sa @khumbuh_kay Than you'll be called a nigger by that same lady https://t.co/hct0svOIO4
73986,16,"@fraser_anning @fraser_anning being egged, the bald cunt😂😂 https://t.co/196H4jYn9n"
73993,5,No “DMV” The Judge Gave My Nigga His “L’z“ !! #FreeDaGang💯 https://t.co/Vl7QKgJy2W
73995,6,They can say faggot https://t.co/umFi5i0R9E
74000,6,@cyoybero I literally texted u once but go off faggot https://t.co/r8Q6V56Ykh
74008,16,What cunt https://t.co/IwBfR4QVWl
74010,6,||: i quote “i’m environmentally conscious faggot” at least once a week and for that my brother is done with my shit https://t.co/61I1M4nlO0
74011,5,I muted/blocked everything K**ye related &amp; yet that dumb nigger keeps popping up on my TL https://t.co/hHMtzI3YN0
74012,5,GLORIOUS!!!! IVE PISSED OFF THE REDNECK INBRED LOCALS!!! 10/10 https://t.co/OByoRIGAvU
74016,5,@owari_nolelouch nigga what.... https://t.co/xepsNdRC3f
74018,16,"""You gotta use every bit even if it's a tiny cunt."" https://t.co/DaJMF68Iek"
74023,6,Dyke industries lmao https://t.co/OpBkMKDplu
74032,16,"I hate Women that pushes their Arses out when they walk  you know you look like a retarded Flamingo, right? https://t.co/Xh5OEZ9OtO"
74033,5,@DereckBMann “Put in the nigger” https://t.co/ATFSqu0Mwa
74034,5,"@realDonaldTrump Is it Jesco, the dancing hillbilly?  #TrumpLiesEveryTimeHeSpeaks https://t.co/GYhRt1mel8"
74052,5,"“IF YOU WANT A NIGGER FOR A NEIGHBOUR, VOTE LABOUR” https://t.co/7RrSzEtZgv https://t.co/S1F04naHcy"
74055,6,"What does „dyke” means? Is is like, a slur or something? https://t.co/eKGDdPvQCM"
74058,5,@Ntshieng_ @dc_ross55 Nigga 😂😂😂 https://t.co/soq1Aphtwa
74062,5,@lister_lester @tkdcoach @PhilipRucker Here some of your white trash friends https://t.co/PBElpqNiMk
74067,5,whenever ppl tell me that hyphenated names are white trash https://t.co/irUMmK3ngK
74068,6,You Want to Suck My Big Dick Don't Ya Faggot?  FREE...  See this and more at: https://t.co/J6JXTq9BJp https://t.co/bHQdA9kCOX
74072,5,@NdiniIsheWacho My nigga you're crazy😂😂😂how am I baiting you? https://t.co/g2ig3YXwf9
74082,6,my window radiating faggot energy *･ﾟ✧ https://t.co/uLkVdWLPsI
74091,6,The ender update more like THE FAGGOT UPDATE XDDDD https://t.co/jDDDFWNCXn
74092,5,JAIDIS MAKING FUN OF ME N MY MOMS WHILE I QUESTION IF SHE ACTUALLY LET A HIGH SCHOOL NIGGA HIT https://t.co/MrFTfOoIav
74102,5,Time to take down some redneck plantation owners. #RedDeadRedemption2 #PS4share https://t.co/DitKpeQbj5
74113,5,@BothCorprob @The_Giant_Turd Who you calling nigger ? https://t.co/ME8o2dPOXR
74128,6,Dangerous dyke spotted in front of the local library https://t.co/d6EqftxFLR
74130,6,I really dont think this is a parody faggot acct nice try @realDonaldTrump https://t.co/3kEvqpCFkJ
74131,6,@JacobAWohl Hahahahaha YOURE A FUCKING FAGGOT https://t.co/0UQkZyzfcU
74133,6,okay faggot https://t.co/TVF6peWg9D
74135,5,bruhh this nigga crazy https://t.co/VOLmuUZAW0
74138,5,Redneck Retriever https://t.co/BlXpjHFnIA
74140,6,@Octivus64 Faggot https://t.co/wStPtxA2mI
74141,5,@kimkambrough I said what I said nigger https://t.co/ZXsg0LZDoa
74147,5,"If one more white kid look at me like, “look papa there’s a nigger” one more god damn time. https://t.co/ex1VwxH0ld"
74152,16,these would be cunt looks for fad's enigma cabaret.... https://t.co/d1VacdG9oR
74163,6,"@dumbtuned @Hughmun12394924 @taoismdrunkard @PunishedR @byodxexists @NotToadMckinley @JustinWhang Cry more, faggot. https://t.co/Kfc5AfhJqK"
74166,6,"Oh so sorry my mates tied you here in the sun for hours little faggot, let me refresh you https://t.co/AbcQPTiXY4"
74167,5,Y’all I’m weakkk nigga said “ulous” https://t.co/eGKlFX46wt
74170,6,Good evening faggot https://t.co/0mEcLqnatz
74175,16,@autumnhaslinger H O W do ppl find this twat attractive https://t.co/HO5lHTzIaD
74188,5,"“on the count of three, smile and say nigger” https://t.co/X59C2xcvEs"
74191,6,@iLuvThugPussi the fucking mentality of a sissy faggot whore :O https://t.co/BkYWixkXIh
74192,5,Listen this nigga can ruin my life and I'll say thank you https://t.co/ViQwuyz5OR
74193,16,And The Twat Of The Day Is! https://t.co/4jF7VVEHDX
74211,5,@TammiNotGOP Man you’re quick to throw that race card!! https://t.co/MQeZArdeTs
74220,6,My American &amp; Native last name rings bells. BUZZ ME IN MY LUV ITS UR FAV DYKE https://t.co/yRKryd2FO5
74230,5,@ExtendoBans This nigga said fuck you https://t.co/l6VhuJcRwZ
74236,5,"New trending GIF tagged omg, shocked, shock, surprised, cmt, katie, redneck island via Giphy https://t.co/Mj0XSKwSmi https://t.co/T7Or2Yc00M"
74244,6,does Millie Bobby Brown call Drake a faggot when they text? https://t.co/5WxSot7gki
74246,6,*breaths* random guy: faGgOT  me: https://t.co/VRX2XFeQ8s
74247,6,amelia earhart was the world’s first flying dyke https://t.co/dDbsjFfVX7
74248,5,This nigga 😂 https://t.co/BDGiqbp0Dv
74250,6,A Dyke Grows in Brooklyn And Other Gay Tayles • 📸 by Colleen Callery https://t.co/41siZbnA6y
74261,5,DIS NIGGA GAY!!! https://t.co/RA8YI6NGU2
74279,16,https://t.co/AIIfCMTRim   [JAVHD] Haruka Oosawa Asian washes her curves and teases twat with shower https://t.co/45YWJhBrIu
74282,16,Twat. https://t.co/tzpf8Func0
74284,5,@ScottyLiterati @CharlesMBlow No time like the present to pull a race card. https://t.co/AVHPATWrcz
74287,5,HAPPY GLO DAY LIL NIGGA💙👑 https://t.co/0RrDTFcgGI
74288,6,#sissy faggot https://t.co/BCVe90aeyG
74291,5,"Yo, I swear there has to be a nigga out there that have taught themselves swordsmanship through anime. https://t.co/DIu2mIN0ZX"
74293,6,#My #fucking #faggot CRAZY PEOPLE :)))))))))))))))) https://t.co/53pjxJRkyA
74294,5,"@OGCORLIN @foxieesilver LMAOOO on god be like ""what is that ugly nigger staring at me for?"" https://t.co/77z399cicX"
74297,5,kmusicandblackwomen when a korean man says she kinda cute for a nigger https://t.co/6fHmuurk6z
74299,5,THIS BITCH REALLY SAID NIGGER https://t.co/7nYktalowb
74315,6,do the faggot using this and the Olympia only using spectre I hope you get ran over by a bus https://t.co/M2PP8xO628
74319,5,In the Matrix.. by Electric Hillbilly https://t.co/zoCh2EtQgG https://t.co/8tzJpblzAW
74320,6,@KingIGueye @BehaveBernard Get Switch faggot https://t.co/35DgfPnrYj
74321,5,CAN I JUST GET A NIGGA THAT DOESN'T WASTE MY TIME FOR ONCE. JUST ONCE. https://t.co/jSh67GuarM
74326,6,@brandonsanchy @pvmall i wouldn’t even let you smell my pussy you evil faggot https://t.co/601N9PU90A
74329,6,Even @brckhmptn's #Iridiscence has to go as well. No faggot fucks allowed on my music player and shit. #Delete https://t.co/TdQmCmKmN3
74338,16,What a twat.  #Okami https://t.co/YdJba0aLOw
74345,6,😈: Sir had the faggot take a break from its computer work to bash its balls with Big Brother. https://t.co/G7MjUdYtFN
74356,5,“My nigga”   White friend: https://t.co/U6DtjGMuVi
74358,5,@tedcruz Damn racist latino passes as a racist white trash. https://t.co/hhe0QFa4vN
74360,5,Redneck slides. #whatarethose https://t.co/tLPiE7GnRR
74369,5,@BZ_Gwala Nigga you're not funny but you trying hard. https://t.co/egHdHBKAiY
74372,5,@Sneaky @estherlynnhhj I prefer this nigga https://t.co/EofHKfUqcw
74374,16,@guyverhofstadt Be honest for a change you ignorant little twat - https://t.co/dK1HTHZQTJ
74377,16,What a complete cunt. https://t.co/KgT2nzCen6
74380,16,Full Movie: https://t.co/7bB2Zwv25J MILF babe with huge melons Karrlie Dawn spreads her shaved twat... https://t.co/0mPKXUeEJj
74390,6,How I’m riding the next loyal dyke I meet strap from the back 🤤✨ https://t.co/svRro4Cm4P
74397,6,@heartyerim @FaggotPatrol LEENA! Delete this Dyke!! https://t.co/xhvF6DAEYD
74399,16,Click here to watch it: https://t.co/NCR39QwIET Busty cocksucker Shyla Stylez gets her shaved cunt banged... https://t.co/qqSQRXqvUP
74415,16,still one of the greatest songs ever created she could call me a fat dyke idc https://t.co/yMCkGyOB1w
74416,5,S—s-shut up nigger https://t.co/2kFSlKpfiA
74419,16,"Looks about 30, he's like Wolfy from the invetweeners that cunt https://t.co/6dOCDTyTiZ"
74420,16,"In all honesty if you think your having a bad day, you could be this stupid cunt 😂 https://t.co/eJUiYY8nTf"
74426,5,@BLKStareDecisis What in the white trash is going on here? https://t.co/ezvyOxlDe6
74428,6,@MrSmexi faggot gil for full exposure https://t.co/7JjsdYYzOg
74433,5,VOTE FOR ME OR A NIGGER https://t.co/7afFGnaRzE
74437,16,No shame. Masturbation addicted faggot on display. https://t.co/0JsGs0Tg6I
74446,6,This faggot bitch he puts his tongue in other men butts https://t.co/MAQYJQjknP
74452,5,"""Nigger?"" A commentary based on personal experience of a white kid.  #blogpost #prejudice  https://t.co/lxYYqKjELl https://t.co/0EAHQlG6Qf"
74466,6,@yeetztweetz nvm i found them...i am your faggot now sir thank you https://t.co/w9trrun4Jq
74469,5,this nigga was rly bout to fuck a pole https://t.co/8S2Mfluwvl
74486,6,"@SarahPalinUSA call a spade a spade , some faggot MF https://t.co/DaKje2BhmP"
74491,5,Nigga song so hard got the bird head bopping on every beat😭🔥🐦 https://t.co/lMNiTLrFTO
74497,16,you get what you deserve cunt https://t.co/6tf4Qc9vLX
74508,16,In the morning you already understand that your anal pussy wants solid dick. You have itchy cunt 😍😘😍😘😍😘😍😘 https://t.co/RaLuL4GnHW
74514,16,watchin all the fine bitches drag around they dyke https://t.co/vGvk04RIu2
74516,5,Du Rag &amp; Head Scarf ❤️ it’s a Nigger love story https://t.co/2ZByyEqcWs
74518,6,Faggot https://t.co/630SoCvY38
74519,6,someone get this faggot out of my snapchat shit plz https://t.co/tetVwxsqcZ
74538,6,“Are you a faggot?”  High school me: https://t.co/MLL1gXNd8o
74541,5,A real Unpopular Opinion:   I’m actually the realest nigga breathing. No cap. https://t.co/6kf6c93asO
74545,5,"Bethenny Frankel threw water on ex, called him ‘white trash’ https://t.co/k4AQWFlCUi https://t.co/ZPfBhxoxLk"
74556,16,@Jack43227110 CUNT TOWER https://t.co/eDk8kOyti6
74558,16,Click here to watch it: https://t.co/P80HXWWSBr Tickle My Redhead Twat... https://t.co/h3ulXbbSvD
74561,5,Booker T: HOGAN WE COMING FOR YOU NIGGA  Me: https://t.co/5oD6lioW8O
74562,6,@EatBulaga Richard Fuckyourson is a FAGGOT! https://t.co/xPY5CUGbqZ
74563,16,@PureGym I just joined and I'm a fat cunt. Pls don't laugh at me https://t.co/pHCQsRCJop
74567,6,I liked a single tweet that he was mentioned in and he does this   weird cunt https://t.co/ncpStkLKr8
74570,16,@Stib_surden @najmirmaliki @nvdinesm Take that fuck twat https://t.co/saGrcArroX
74574,20,@BondHedden @mchooyah There isn’t. #BanSharia in America 🙏💪🇺🇸 https://t.co/MQSsVf5IMk
74583,5,You may be a redneck if this how you heat up queso @RichmondRaceway @Moes_HQ https://t.co/ujarEpiImR
74586,5,Rly seen a nigga beating his d*** in a damn taco bell HARD taco on the tl. Im sick of you nick guhs https://t.co/8HlOq57gTo
74593,5,Real nigga birthday. I’m finally 20 lol😭 https://t.co/l1ll5ESpqD
74594,5,im blocked bc she said nigger ? 😭 https://t.co/yNoYv4iYSE
74598,5,When you give a bitch a nigga back &amp; she still at your neck https://t.co/tK9PtkReyf
74599,5,&amp; what nigga wit money be laid up wit a bitch on snapchat https://t.co/jlW7fzBAk3
74602,20,So do Catholics actually believe that the wafer is physically Christ's body or am I just retarded? https://t.co/F4e6imcBAW
74605,6,@iTeamMinajSpain nigga you softer than a homoSEXUAAAAAAWL https://t.co/mo1G9dL8H5
74619,5,Redneck and drag queen? And Robert de Niro? https://t.co/b73dEw5Me9
74620,5,This nigga gone say “wanna see my white slong😛” yeaaah no I’ll pass 🤮 https://t.co/luk8n8qMsw
74625,5,"The ""Race Card Players"" are out in full force - with 1 week to go before the Elections https://t.co/Lgo9W35xog"
74635,5,@baditudeeee Suspended????? This nigga is banned https://t.co/oIRxtdAg4Y
74638,16,Full Gallery: https://t.co/eltXCvN56Z Hot Latina MILF Angelina Valentine rubbing her shaved twat... https://t.co/OkG25MoMVB
74644,6,so Swarm just called me a faggot and honestly? I live https://t.co/Abzphmg2Ti
74648,5,"Nigga Wit A Bag, That’s Why Them Old Niggas Hated Him🤷🏽‍♂️💫 https://t.co/swvapXC0UH"
74653,5,@VenusFlyTrpNoir That nigga is dead. https://t.co/J7v92MTkXV
74656,6,The fucking nerve of this bitch.... calling charlie a faggot and a cunt on a fucking game. Fucking psycho https://t.co/TFZs7Om1e0
74670,16,First attempt at double pleating the wee yin’s hair. Some cunt wife me up https://t.co/mwcM6lYYS9
74681,5,Nigga negroo https://t.co/reoJ0h25sK
74682,16,When she guides you in  Cause you keep hitting the fuckin post like a twat 🤦🏼‍♂️ https://t.co/Qjp5UPMwBJ
74683,6,That faggot with the blue contact lenses....literally so sick obnoxious and twisted https://t.co/7E07Zr2Brm
74685,16,"@BiggestDamo LET HOXTON IN, YOU TWAT! https://t.co/dVFgFYla4O"
74686,16,@haringtonaddict STUPID CUNT!!! https://t.co/UeQWP3pTpM
74690,5,If a nigga say it’s up then it’s stuck wimme https://t.co/fZK5jtQRkI
74691,16,"@TheSciBabe Good night Yvette, you feckless CUNT! https://t.co/beUMHITkmv"
74692,6,For lunch you are waiting for dessert milkshake. Make it wife. Open your mouth faggot 😍😘😍😘😍😘😍😘 https://t.co/GYv6BqmtXU
74693,5,@LogGic_SA Just passing by.. Knowing I'm the side nigger https://t.co/EWzn7jDW6M
74699,5,@kwilli1046 Scandalous white trash ...... https://t.co/JkYR0A31mV
74704,5,@Kinglrg_ This nigga here apparently 🤣🤣🤣🤣 https://t.co/yq8ByTlb5B
74705,5,@ericavdang @fentybeauty Hold up baby this nigger got ta stop bothering m.e 4 real https://t.co/nG9xfUQCiH
74709,5,@Jdrago97 My nigga is crazy lol https://t.co/QcAe7TjkYe
74710,5,Happy Monday enjoy this picture of your local white trash trailer park boys. https://t.co/JeqCogyL62
74713,16,Dads a lucky twat going to see that https://t.co/pw6BUy8EUm
74721,6,faggot https://t.co/3FVZzp9X8Q
74727,5,When your nigga tells you no. https://t.co/ZNm57cE940
74728,5,"I don't even chase liquor, why would I chase a nigga https://t.co/Oa5niCnGNp"
74730,5,*Inhales deeply* ahhh 😊 SPRING IS THAT YOU?! New nigga pleaseeeeeeeeee. 😏🤣🤸🏽‍♀️ https://t.co/m4TTcnQDfS
74732,5,Being a spic&gt;&gt;&gt;&gt;&gt;&gt;&gt; https://t.co/fvT4Bon3dp
74735,5,@PinkGuyAsBatman this nigga has no forgiveness https://t.co/GxQzw1lw5p
74736,5,Pooh face dun crapped out in surgery Like dis nigga crap out all the time  #LHHATL https://t.co/3L5mziaXUK
74741,5,When bae laughing at another nigga jokes https://t.co/V5GFnFdnze
74747,16,The dyke jumped out and I won ... https://t.co/05kEsGevFm
74749,5,Me in a relationship vs me single. My happy weight comes after I drop a fuck nigga. TUHH! https://t.co/mE0STgUFA6
74756,5,this nigga KNEW HE KNEW https://t.co/C0PTzoyBhM
74759,5,"I don’t even chase liquor, why would I chase a nigga 🙄💅🏾 - @theestallion https://t.co/mqIWN5hRL3"
74764,5,We Both Can’t Be Dat Nigga Type Sus 🤪 #SweeterDenHoney🍯 https://t.co/elOByhmG2Y
74768,16,"""The boy favors contention over cunt."" #斯巴達克斯 https://t.co/9U3LywhIzj"
74769,5,@Marrr1ah @obaidameen this nigga said my dad was a boxing championship https://t.co/TbXfeU3FeF
74776,6,me pretending to be upset when a straight boy calls me a faggot https://t.co/0clS6LE6b7
74778,6,Faggot https://t.co/czMmBOHqnv
74779,5,@ByronYork Any time you can use the race card... https://t.co/MeI5Uq375F
74783,6,Another weak faggot after seeing my feet post! 🤣😈 #findom @RTfaggot https://t.co/MtFu8wbAW0
74795,6,A true faggot https://t.co/261arcPqiT
74799,6,she screamed dyke https://t.co/GOeZZSuIcV
74806,5,@CenterForBioDiv U can’t forget about the wetback mule https://t.co/0TmKqAqcGk
74813,5,"@wsredneck @wsredneck, I also found some new redneck lawn chairs too! https://t.co/nGAsAqbRxK"
74823,5,when you know a nigga lying @AirDev23 🤣🤣🤣 https://t.co/N4EncU74Z0
74825,5,Mrs redneck dixon out last night for Halloween https://t.co/Pyj5anoYny
74828,5,@loonathemind GIMME ANOTHER CHANCE NIGGER https://t.co/s8c4vG7Fj5
74838,5,If your like me we gotta finish up with White Trash. https://t.co/Yo61qUTta2
74839,5,IM DAT NIGGA AND I KNOW ITTTT https://t.co/jNiul98T2E
74843,5,@xolovekiara Sayin nigger if u don’t buy something I will call the cops https://t.co/Gs2pwiRn7C
74848,5,Cutest nigga I seen in a while @KyzbiSZN https://t.co/8eoLMejdHE
74854,16,@BreitbartNews He is a twat so..!!! https://t.co/2yEAlPrpSa
74855,5,Ashes to ashes my nigga 🤞🏾 https://t.co/EwjzPGnSfg
74862,5,@akaworldwide You went Plat..but nigger you did it funny style https://t.co/eDcj2vRjW0
74863,5,He’s nigger 😍 https://t.co/6SlDGj58Xx
74873,5,@KarlousM Bruh you the nigga whisperer https://t.co/b9g8rWf0tX
74879,5,Wait oo  Is someone from Niger called a nigger😕 https://t.co/DWIdNgNLKK
74881,6,"i am,,, the big dyke,,,,,,, for my sof gf,,,,,,,,  #NationalGirlfriendsDay https://t.co/oiB4OLNGbD"
74883,5,Good morning niggers leave that stupid bitch/nigga alone move on to bigger and better things 💓 https://t.co/GLaqx7kU6g
74896,16,Taken moments before I pleasured the shit out of my cunt in an airplane bathroom (f) 💦 via https://t.co/dggxjryw3R https://t.co/NUfjYOHwnK
74903,5,@munoz_mosino07 @mauroboselli Wetback https://t.co/N8nOhzVMAf
74908,6,like not to be a dyke with a type or anything but https://t.co/wUcPtveyQS
74909,5,Sike nigga we sleeping in the shower before class 🙃 https://t.co/IWenNXrlSN
74910,5,When that red nigga popped up https://t.co/keXpaEt93Y
74911,16,@MattOswaltVA Bloody cunt muffin nuns? https://t.co/dJvoX1Spmw
74912,5,“there are so many characters and you decide to hype up white trash men!!1!1” https://t.co/hAyykSUOjn
74915,5,"This fab best, go debate your pastor nigga https://t.co/b6ar1bFnp2"
74917,5,@SkylarGasai @Faithful6t Nigger https://t.co/zeAJPp5z90
74933,6,emo dyke vibes https://t.co/TFmdiQ7EQo
74941,5,It’s a real nigga Birthday🥳!!!! Enjoy your day sir 🤘🏾🎊 @DeVonte_Lamar https://t.co/UN0slNXssg
74944,16,@Max_September Another day another cunt https://t.co/VqD5HGV5vH
74947,5,You might think that you’re redneck but @HardyMusic is rednecker than you 🍻 https://t.co/wgEZ830IUg
74956,5,@DexterDukarus NIGGA the hate I have for them https://t.co/HRSaD9GL3X
74958,5,"white ppl when I say ""nigger"" in public https://t.co/faq2IrJmq2"
74959,20,Mufti of Tajikistan: “We should not confuse Islam with terrorism. Islam is the religion… https://t.co/O6jM8S96H4 https://t.co/daWJrVIOFH
74971,5,the....nigger agenda... https://t.co/EsehwCqXad
74972,6,FAGGOT? https://t.co/DFK994TJQG
74975,5,me cursing out my teammates and calling them a nigger even tho I’m black in the ps4 chat https://t.co/xdjEyBXImB
74981,16,Click here to watch it: https://t.co/OMZMyo1oJW Sasha Grey Sits Her Twat On A Black Cock... https://t.co/9oVTULF3jx
74988,20,Hundreds surrender as Islamic State nears defeat in last enclave https://t.co/y3RCOsuOCH https://t.co/xkM2I1QC4q
74997,5,My friends: Can you say nigga instead of nigger like a regular person? Me: https://t.co/CNdS46RDjU
75000,6,When your buddies find out your a #faggot https://t.co/J1wL9HEDgb
75024,6,@salxsaviour Was goodie faggot https://t.co/U1gTcjqSUJ
75028,16,Full Movie: https://t.co/FVMiIgilnE Short-haired brunette MILF masturbating her cunt with a vibrator... https://t.co/LvgjDWI8AF
75033,6,Come here faggot I got a treat for u #faggot #fag #pig #paypiggy #atm #drainthefag https://t.co/LPD7oWfuDP
75035,16,"Bxchess hate , but they nigga in LOVE 🤷‍♀️🤪 #YONĆE https://t.co/DY1XbR3n8H"
75037,5,@PBandJenelley_1 Love seeing all the fellow white trash ppl supporting her in these comments. https://t.co/k6MHR7ifrB
75039,5,"Only Time this nigga hit me up, is when he needs help. https://t.co/8EqRm0ULFu"
75041,5,white people coming out their trucks when I say Donald trump is trash  https://t.co/TqleHOaHPV
75047,5,What in the redneck starter pack is this shit? 🤔 https://t.co/PQTCP3Boh9
75055,6,Faggot Christer Wejros completely exposed and fucked https://t.co/jnW147mw73
75060,6,@SalPacino711 @_nikeeheadss Nigga u gay https://t.co/OmQ4tO9mfb
75061,5,@EBONYMag Black farmer....... wants to be your nigger . #PickingCotton  #MidtermElections #Minnesota #Resist https://t.co/W1EG1b6Kbw
75064,5,@jeremyvx_ @nosgov tits brown eyes black this nigga look liek a wetback sausage in da urethra hole https://t.co/bhFpcWEUOK
75066,5,Ngl y’all I never caught the nigga part and I always used to@listen to this WTF https://t.co/o36CWKlq9R
75069,6,Full Gallery: https://t.co/DAYZo84JBo Teen tennis players Melissa Moore and Riley Reid bare dyke twats on court... https://t.co/CpfMx7jXp7
75073,5,@Cindtrillella Nigga a time traveler https://t.co/TXcmQ0hIPg
75079,6,Very powerful dyke energy emanating from my outfit today https://t.co/P2PAeJeCls
75080,6,The FAGGOT jumped out @slayyyter https://t.co/SG8MqvLE7h
75084,6,Big dyke energy https://t.co/Rq3IUWFzI9
75091,6,OMG EMMA HAS FAGGOT HUMOR https://t.co/Y9al5wNFns
75095,5,My lor nigga goin break hearts 🖤 https://t.co/ewX6romDGh
75107,16,i think james charles is a little twat but his palette is a must have for me https://t.co/g4Rylb47nk
75111,6,Good evening seulgi dresses up like a dyke https://t.co/A03aNtZiaQ
75123,5,I remember when this nut ass Tumblr nigga was calling me gay for this scene😂😂😂 #kinkincolor https://t.co/ZvdeKsMH7Y
75131,5,@JLaCocaina Get that Nigger outta here 😂 https://t.co/e77drswxAz
75134,5,"@Jbrous14 @Ms_Brina 'If they call me a nigger, at least they're callin!' #rolandmartin #killary #clinton https://t.co/X6g9YgNYfz"
75139,6,This bitch really left me for a dyke 😭😭😭🤬😤💀🤫😈 #thatsthathurt https://t.co/rYcc7RAD6o
75140,16,Street Sign Making A Right Twat Out Of Him https://t.co/5nbie38J1V
75142,16,@Adz77 @bonucci_leo19 @StatsZone He’s still a twat https://t.co/Bw5Le7WeC5
75160,5,"When a bum nigga told me he was rooming with my homie at cu today, I deadass looked like Seth right there smh https://t.co/pppGOa3NKR"
75164,5,@DearTragedy_ @TrulyHeavenIy @griefs @packin HE SAID YOU LOOK LIKE THIS NIGGA CHIEF BACK DOWN HE GOT YOU GOOD https://t.co/5Kq3kgDaCE
75167,5,Lil Dl nigga Who like to get Fucked... 🍆🍑🤤 https://t.co/ZUYsk1qnJo
75170,5,@Nasty_CSA When she laughing at everything that other nigga says https://t.co/jk1zNlMcp7
75171,5,When the nigga she curved you for dies in a shootout https://t.co/34fNm1mAYY
75172,6,walking around with stickers on my phone like ein huge faggot https://t.co/23fiH1Gtje
75175,5,I imagined this rabbit as a nigger rabbit https://t.co/uyuEDgrUl3
75177,5,finally met this nigga show was LIT!🔥 @PontiacMadeDDG https://t.co/EnBBN0YMZC
75179,5,@Big_pp_here disfrazate de esto para halloween yeehawing nigger https://t.co/WayraZTsBd
75185,5,@nickehlani Boy....whew u got too much dip on yo chip nigga https://t.co/GUIPYi7LkH
75191,5,@micuhhhhhh Wish I had 3b hair through my whole head but I got a patch of it and the rest is nigger naps https://t.co/nIXZqjYRFi
75196,6,"“I Go down on a dyke, i Go up on my price” 💀💀💀 @brice_nelson @mmm__booty https://t.co/kSBqX3kT36"
75203,5,@washingtonpost Is Acosta black too?  Or must you play the race card? https://t.co/OsM4nA3p8d
75205,5,NIGGA ITS TABLES. IN THE LIBRARY. AND Y'ALL THE ONLY ONES TALKING. https://t.co/7k0RKc9UTP
75210,5,@ObeyTheBoss____ Nigga. https://t.co/7FQXmS9nX2
75211,5,He took me shoppin' i ain't even have to fuck dat NIGGER https://t.co/jK2XmshvjK
75214,5,"THIS WHITE TRASH,WANNABE CLOWN KIMBLEE IS ON MY NERVES CAN SOMEONE KILL HIM ALREADY OOOFF https://t.co/elcOnbkbcL"
75216,6,@binladenfanacct @googleatrazine @Dr_MLKfanfic @animegrafmays I meant gun shots you faggot https://t.co/bJ7pNuKNUa
75217,6,Straight Men Use Faggot for Amusement! ......  See this and more at: https://t.co/haspDsb9qv https://t.co/A5XwRlnnEC
75218,5,@Bitchme2thafck what if I’m not a nigger tho? https://t.co/c4nj9ykp3j
75221,5,Watching this Cuban nigger right now but I don’t see you @telstraindians https://t.co/fgRVcPMIxI
75224,5,White Trash where? 😷 https://t.co/VXmYK3FFtS
75226,5,Up the cheating Scouse cunt Penalty Nazi Reds mate! #FULLIV #WeGoAgain https://t.co/nOUVo05xIO
75230,6,"@CocaAriola Yes aids, you faggot! https://t.co/xgVfPjH1Jv"
75232,6,Glad they got this dyke https://t.co/w21nUFwIpK
75234,5,set and stoned that im that nigga till my last breathe 🏁 https://t.co/yvekAs6Wwm
75239,5,Brb I’mma bout to smack a Chinaman all the way back to his hometown for this answer—🙂🙃🙂 https://t.co/8opoTqhdkS
75241,5,@AliasNestor1 @TheRogue_Elf @highaltitudes @AV_SardonicWaif @Muelann @YahooEnt White trash delicacies my friend. https://t.co/mGgHqMpTKx
75245,5,@simelustic Dope my nigger 16/20 https://t.co/e8dDd5I4tw
