,class,text
4985,7,@funder Like father like sons. #douchebag
4986,13,"@realDonaldTrump He isn't a foreign country, he was a researcher paid above board.     You did not do that.    You hid meetings and asked for stollen emails.    #trumprussia   #TrumpIsATraitor   #TrumpIsACriminal   #TrumpIsADisgrace"
4987,7,"@MLive @realDonaldTrump Wow, so many seemingly normal looking assholes in one township, who knew?  #TrumpIsATraitor  #TrumpIsALiar   #ImpeachTrumpNow   #ThankYouJasonAmash https://t.co/KQToFQNJEH"
4988,1,"Republicans are such gutless Trump sycophants.   All these people want to do is loot the government, and to hell with the rest of us.  #FuckTrump   #FuckTheGOP   #TraitorTrump #Lastword"
4989,13,"Then go get Chun-Li, you stupid orange shitshow!!!! #JohnMcCainDay #FuckTrump #OrangeDirtbag #ihopeyouchoke    Trump wants his next press secretary to be a cable news 'street fighter'  https://t.co/chx4br1oYz"
4990,13,@OregonGovBrown @HouseSpecialPDX Probably the worst governor of all time.  You had a man murdered for trying to protect his constitutional rights. #lavoyfinicum #murderer
4991,1,"@AndrewYang Not when that 'president' happened to commit felonies, treason, and election fraud. It's unprecedented this level of criminality, and you think giving him a pass because he was potus is absurd. #FuckTrump"
4992,13,#ThisIsAmerica where #TrumpIsATraitor #HappyJohnMcCainDay #JohnMcCainDay #VETERAN https://t.co/jApPj836dq
4994,13,"So the @ICC thinks that showing a religious practice on the ground is okay, but wearing one's military badge of honour is harmful!  #ShameOnYouICC   #DhoniKeepsTheGlove https://t.co/PgzSCzw6ff"
4995,13,"@ZikoZik5 @sukh707 @ICC Former means which one, a Full Blown Religious Prayer on the Field or a Small Insignia which is there in the #DhoniKeepsTheGlove as he is an Honorary Army Officer ?"
4996,13,#DhoniKeepsTheGlove  #IndiaStandsWithDhoni   If needed INDIANS are ready to #BoycottWorldCup  for respect @ICC @BCCI @WorldCup_Score @cricketworldcup   #IndiaWithDhoni   @msdhoni @imVkohli @GautamGambhir @ImRo45
4997,13,@CBSNews She calls her weapon ‘god’ ?#GROSS #Murderer
4998,1,@realDonaldTrump #fucktrump #trump2020 #realdonaldtrump  LETS ALL HOPE THAT DOG VOMIT TRUMP GETS ALL THAT HE DESERVES ON HIS OLD MAN'S BIRTHDAY https://t.co/QPpA6j8beL
4999,13,"I think @gilly381 had donned gloves to support McGrath Cancer foundation for a noble cause. Not sure why @ICC is prohibiting @msdhoni to wear the gloves for the Noble cause he supports.  Bizarre, illogical and insensitive!  #DhoniKeepTheGlove  #DhoniKeepsTheGlove  #DhoniKeepTheGloves"
5000,13,'Didi said we are outsiders &amp; protesting on behalf of other political goons'.  NO!  #DoctorsFightBack #SavetheDoctors https://t.co/qGPNWqOXSc
5001,13,"@RohitSingh_2909 Its not a joke, people are actually angry and trending #ShameonICC , those are idiots"
5002,13,"I am a #Resister 'til the end. I am also not a FAKE #FBR like some of them out there. You either are, or you are not. @realdonaldtrump, and @senatemajldr, are the two biggest threats to our Democracy! VOTE THEM OUT! #TrumpIsATraitor #DitchMitch2020 #TrumpCrimeFamily"
5003,13,A billion Cricket fans waited four years to watch how it rains in England #shameonicc https://t.co/fI1xGntGCS
5004,13,HE surely is playing the Iran card- desperado. 😳😳 #FuckTrump https://t.co/3NmOOeZ0Zb
5005,1,@realDonaldTrump Just shut up already. We all know you are a con man who stole the election with the help of a foreign power. You are crooked teflon donnie and I pray every blessed day that you are exposed as the criminal that you are. #teflondonnie #TrumpRussia #TrumpIsATraitor #TrumpIsACriminal
5006,13,"If Boris becomes the new PM, Conservatives have totally lost my vote.  Tax cuts for the higher earners?  How about raising the personal tax allowance at the bottom instead, allowing struggling families to feed their kids.  What an idiot.  #BorisJohnsonShouldNotBePM"
5007,13,@cabodude @PalmerReport Poor boy........ ya scared    #fucktRump
5008,13,"Boris Johnson: brilliant, warm, funny – and totally unfit to be PM | Max Hastings | Opinion | The Guardian https://t.co/BDmVxnGI8h  #BorisJohnsonShouldNotBePM"
5009,13,"@realDonaldTrump Let’s be grateful for one thing: the more this idiot tweets, the more *unified* the opposition &amp; #TheResistance becomes against him. I have never more motivated in my life to remove a president from office ASAP. #TrumpMustGo #TrumpIsATraitor"
5010,7,@realDonaldTrump WITCH HUNT FOUND A      ZOMBIE     #MORONTRUMP    #IDIOTTRUMP    #WorstPresidentEver https://t.co/bFjybRaLRY
5011,13,"We just protested against privatization, and now our parents are jobless, our chelter is taken away, and we will be obligated to join the military forces if we refuse to kneel  #medschool  #DoctorsUnderOppression   #MedicalStudentsStrike   #Medecine   #DoctorsFightBack"
5013,13,#DoctorsUnderOppression  We are sick of being muppets manipulated by this Moroccan Government.  We will stand tall against the oppression of our corrupted government.  #FreeMedicine#FightingCapitalisticMedicine  #DoctorsFightBack #DoctorsProtest https://t.co/3XNZTMLPxM
5014,13,#BREAKING Group of people(probably goons of TMC) attacked on a 2nd year medical student at 4pm at Calcutta National Medical College NOW. THIS HAS TO STOP! It is never ending! #Savethedoctors #SaveBengalSaveDemocracy #DoctorsFightBack https://t.co/1CYRViNcPr
5015,13,"Have you found Ron and Nicole’s real killer yet? . Nah, I didn’t think so. #Murderer https://t.co/JLvhnMag38"
5016,13,"@realDonaldTrump @OANN Delusional Donnie, you are lying again! #TrumpIsATraitor #TrumpCriminalInvestigations #BlueWave2020"
5017,1,@kylegriffin1 This criminal just doesn’t get it. You don’t handle a foreign entities interference in our election on a case by case basis.  It’s ALWAYS illegal to accept help from them. Damn he’s an idiot! #IdiotTrump
5018,7,"@rjaviervasquez Forget sending his traitorous ass to Iraq, send his sorry ass to Compton or Oak St in Htown without his security detail then let him talk about PTSD    He's good at talking out his ass, he doesn't have a clue about combat or PTSD survivors    #fucktrump https://t.co/yB9hOBrdnK"
5019,13,"@demolecularized It was “good” for some to shout #NotMyPresident for 8 ducking years so it’s feasible &amp; appropriate for EVERY good, decent &amp; patriotic citizen to shout-   #TrumpResignNow   #TrumpIsATraitor so #TrumpResign   ...b/c he has not an ounce of humanity.  #NotMyPresident = CEO of Trumerica🤦🏽‍♀️"
5020,13,"And as soon as he started making racist remarks, I knew @realdonaldtrump would win. Everyone laughed at me. You can't imagine how sorry I am that I was right. #DerangedDonald #TrumpisaTraitor #TrumpisRacist #TrumpHatesAmerica #TrumpisaCriminal https://t.co/dSqLGS3AY8"
5021,13,"#DoctorsFightBack | The problem should have been acknowledged by Mamata Banerjee. She should have shown a little 'Mamata'. Instead, she called them outsiders and threatened to throw them out: Dr Sambit Patra, BJP https://t.co/J6JWWrhgFc"
5022,13,Mrs. Mamata banerjee what will you do when you fell ill? Call the police or the doctors?  #DoctorsStrike  #DoctorsProtest  #IstandwithNRS  #DoctorsFightBack https://t.co/CbPbFnVX4D
5024,13,#ShameOnICC @ECB_cricket hahaha I pity on your country where called as national sport of the country for we Indians cricket is not just a sports lts a other religion. https://t.co/yLRpNKoASZ
5025,13,9 out of 10 Doctors recommend moving out of West Bengal. Shame on @MamataOfficial     #DoctorsProtest #Savethedoctors #SaveBengal #MamataBanerjee #JaiShreeRam #DoctorsFightBack
5026,1,@YRDeshmukh Child #rapist must die. And all those who tried to dispose evidence should get #life #imprisonment #JusticeForTwinkleSharma #JusticeForAshifa #betibachaobetipadhao
5027,13,"“Sarah” by Geofferson Starship.   Another day, another Trumper departure! #bye #sarah #sarahhuckabeesanders #liar #smokeyeye #snake #trump #maga #fucktrump  #jeffersonstarship #tellemwhyyoumad #grindsmygears #Whatspissingmeofftoday #wpmot https://t.co/0lySDQzKqU"
5028,13,"A very Happy #JohnMcCainDay to #TraitorTrump, all of his #MAGA morons, and the rest of the #CorruptGOP!!  #JohnMcCainAmericanHero  #JohnMcCainDayJune14th  #TuckFrump  #ImpeachTrumpNow  #TrumpIsATraitor  #NotMyPresident  #Resist"
5029,13,@Pongo81575019 It dates from 2012  But it’s a reminder that no one intelligent or caring would ever trust #BorisJohnson  He did it his way then  It will always be his way  The amoral way    #BorisJohnsonShouldNotBePM
5030,13,This more than anything else should be the reason Boris Johnson doesn’t get the top job #BorisJohnsonShouldNotBePM https://t.co/xCWZjts8co
5031,13,"Dear people saying, Doctors deserve it 'pitne do saalon ko..'    We wonder what would happen, If we said, 'marne do saalon ko...'    #DoctorsFightBack #savethedoctors https://t.co/ZkmMHH7FKR"
5032,13,"@funder . Donald the #FuckTrump is the greatest, #ManyPeopleSay probably greatest ever, #GlobalLaughingStock.    #TRE45ONenough?  #TRE45ON enough?  #DumpTrump"
5033,1,#ShameOnICC    Shame on ICC    ICC was exposed where is there preparation     Shame https://t.co/e99J1AeMrC
5034,1,"@realDonaldTrump Tell us another one, you liar. #TrumpIsATraitor https://t.co/Rs3QVafVkZ"
5035,13,@CherylH95005477 @JohnHuge14 @njjette2 @skolanach @realDonaldTrump There will be brown people all over the world celebrating the day he is no longer President of The United States.     #FuckTrump
5036,13,@psychdr100 The idiot MAGAt is ready to take on the govt. 🙄😆😆    #TrumpSupporters #morons #MAGAt #TrumpsAmerica #TrumpIsATraitor https://t.co/JPIDteHVSW
5037,7,Video of protests in evening by Delhi Sikhs make me proud. Good lessons learnt from past. Also a slap to those who mock Delhi Sikhs with 'b' slurs or say Sikhs in other states don't know how to stand for themselves. Nope. They do. They very much do. #FuckDelhiPolice
5038,7,@realDonaldTrump I might be more inclined to listen to your opinion if you could actually point out London on a map. #illiteratefuck #TrumpIsATraitor
5039,13,I'm down with that Chuck. #BOYCOTTCHINA https://t.co/OwaolFkEWx
5040,1,@WhiteHouse @realDonaldTrump DISPICABLE THAT YOU WOULD SHOW TRAITOR TRUMP DISRESPECTING OUR FLAG!!  #TrumpIsTheEnemyOfThePeople   #TrumpIsATraitor   #RussiaGate   #LockHimUp   #TrumpIsANationalSecurityThreat   #CadetBoneSpurs   #CowardInCheif https://t.co/Wcx4c93lzf
5041,13,"@akhandhindu1925 @AmitShah @narendramodi @BJP4India @BJP4UP This man completely nailed Mamata, her politics and her hypocrisy. #DoctorsFightBack https://t.co/yvSI1nr5Zp"
5042,13,@ICC please focus on umpiring rather than what a player should wear #DhoniKeepsTheGlove
5043,13,@TheRealOJ32 Thanks for the warning. I will be blocking you right after this tweet.    #Murderer
5044,1,"Trump should be in prison, not the White House. He should be sharing a cell with his ostrich leather loving best friend and fellow traitor Paul Manafort. Imagine all the bedtime stories they could tell each other regarding their deep love for Vladimir Putin. #TrumpIsATraitor"
5045,1,"@crampell Oohhhh, now that Trump is done with Pence, he’s thrown out with the garbage. #TrumpIsATraitor #TrumpIsATraitor #TrumpCriminalInvestigations"
5046,13,@PressSec @realDonaldTrump Good riddance. Sinking ship.   #DitchMitch2020   #TrumpIsATraitor   #TRUMP   #GOPCorruption   #GOPComplicitTraitors   #GOPComplicit   #GOPWarOnWomen   #Resist   #BlueWave2020
5047,13,@DevinCow @RepMikeJohnson I think the entire GOP are using ghost traders &amp; reaping millions from trumps phoney tariff nonsense. #insidertrumping  #TrumpTraitor   #Fucktrump  #trumpdeathcamps
5048,13,"If @msdhoni can't wear the Balidaan Badge, it's fine. @ICC is the ultimate authority and we will follow its decision. But all Indians in the crowd to watch the game, should wear those badges and wave those flags. Fir dekhte hai @ICC kya ukhad sakta hai! #DhoniKeepsTheGlove"
5049,13,"@msdhoni , please continue wearing the Balidhan logo in your gloves. We r with you. @ICC , don't act stupid ,its not a promo &amp; its a moment of pride . Country is with #MSDHONI #BalidaanBadgeRow #DhoniKeepTheGlove #DhoniKeepsTheGlove #DhoniKeSaathDesh #DhoniKeepBalidaanBadgeGlove"
5050,13,"@ICC Dear icc, insted of focusing in what is there dhoni's gloves, start focusing on the quality of umpiring in cricket world cup, the world was watching 🙏  #DhoniKeepsTheGlove"
5051,7,@realDonaldTrump You Have NO BALLS! #Truth #FuckTrump #ImpeachTrump #Resist
5052,13,"Our future Prime Minister - how can that possibly happen, right?    Johnson: 'How badly hurt will he be?'   Guppy:  'He will probably get a couple of black eyes and a, and a cracked rib or something like that.'  https://t.co/Q277zQgT1X    #BorisJohnsonShouldNotBePM   #BollockstoBrexit https://t.co/wzrhEAEfua"
5053,1,@4YrsToday @realDonaldTrump is probably having a tantrum right now. #fucktrump.
5054,13,The most anticipated tournament WASTED #ShameOnICC.
5055,13,"@BrianKolfage @CBP @DHSgov @harkjay350 @RyanAFournier @DrPaulGosar @NeilWMcCabe2 @Rambobiggs #MAGA: 'we are a nation of laws'  same #MAGA nuts, started building a 23 million waste of money wall, that could have been better use to help #Vets and #Homeless , without the proper permits    #Resistance #FuckTrump #Resist #NoWall  #NoHumanBeingIsIllegal    https://t.co/lF2am3njsh"
5056,13,This is what your country will soon look like if you EVER let #China in-in any way‼️Finance/joint ventures/land ownership/infrastructure or 5G‼️Yes they own HK but we got complacent while Britain had it’s 99 year lease-this is no longer the #HongKong we knew!💔💔💔#BoycottChina🇨🇳 https://t.co/uvvwVzZxjH
5057,13,Oh shit! It's been a while.  I forgot Twitter was a thing!   (Said Trump never)  #potus #trump #you #dickhead
5058,13,1. ICC on Dhoni's gloves                    Vs  2.ICC planning the World Cup     #ShameOnICC https://t.co/3f3qhwsWrD
5059,1,Trump is just plain evil. #FuckTrump     Trump administration quietly makes it legal to bring elephant parts to the U.S. as trophies - The Washington Post https://t.co/4hYtX1oGwx
5060,13,Why the GOP Has Become a Cult of Personality #Resist #ResistTrump #FuckTrump https://t.co/IYTcqVichn
5061,1,"For the love of all that is holy, you people still worship this criminal????? #CriminalInChief #DumpTrump #douchebag https://t.co/dBUiUpJ8n8"
5062,7,"@realDonaldTrump - It may be your BD but #JohnMcCainDayJune14 is trending, not you Fatty McBone Spurs. Loser. 😆😆😆    #TrumpIsADisgrace #TrumpIsATraitor #TrumpLies #ImpeachTrumpNow https://t.co/6Tm5pmLrZx"
5063,13,Really? Seem like she still has hangover of elections.     #DoctorsFightBack  #DoctorsStrike  #DoctorsProtest    https://t.co/kg0WQejLnu
5064,13,Learn something from #India that how big tournaments are organized... Dissapointed @ICC    #ShameOnICC
5065,13,We wait for four years for ICC world cup tournament and what have you given us rain abandoned matches!!.. Pathetic planning by @ICC .  We need strict action for commiting such blunder.  #ShameOnICC
5066,13,@LOrion @lauferlaw @maddow KEEP on the Press .. they still won’t publish #IntlOrgCrime news AND Want to keep presenting TRUMP AS VICTIM MEME.. whaddya think about that #metoo @NCADV IS #adulterer #rapist TRUMP the victim in his $1.5Million payment for #Abortion of OWN CHILD conceived on Ivanka lookalike? https://t.co/6eyIBezg6O
5067,13,700 Doctors resigned from their jobs #DoctorsFightBack   It's high time for @MamataOfficial to apologise or quit.   India don't want an arrogant intolerant CM https://t.co/QWA5oj3MAm
5068,1,Damn it!  Blocked by another 'Patriot'...  and I was just getting started! #fucktrump
5069,13,Today's House Judiciary hearing re: #MuellerReport/#RussiaGate was the most perfect example to date proving what the next year and a half is going to continue to be all about (i.e. shit into the faces of the American people). #FuckDemocrats #FuckRepublicans #FuckTrump
5070,13,@mi_positive1 @ChicagoTST “Do what thou wilt” has some implications to your neighbors. Especially the #satanic #serial #killing #women #rapist kind. https://t.co/r1IF3YIb63
5071,13,@thehill The Acting Defense Secretary acting like he knows what he's talking about. #TrumpIsATraitor #TrumpLiesEveryTimeHeSpeaks #trumpswamp #WagTheDog
5072,13,"@realDonaldTrump A poll has already been done on the most dishonest president in the history of USA, and YOU are IT. #TrumpIsAConMan #TrumpIsACriminal #TrumpIsAMoron #TrumpIsADisgrace #TrumpIsANationalSecurityThreat #TrumpIsATraitor #TrumpIsAFraud"
5073,7,"luk at #IMAFraud its clear sign of terrorist, chanting alla 100 ts, his nasty beared, his white wash cap, his sophisticated ENGLISH signs he would soon feed terrroists and Join them and fly off😡😡😂atleast now U Indian Muslims get back to ur original dharma . @narendramodi https://t.co/MvSvPK18Rw"
5074,1,"@realDonaldTrump But then again, you are the BIGGEST HYPOCRITE going, so what else would anyone expect of you! #DoucheBag https://t.co/o0WQVWC31p"
5075,13,We didn't waited 4 years to see rains in England.  #ShameOnICC https://t.co/eUrAmYpVn3
5076,1,Am I the only one who is beginning to think that the completely unacceptable 'no show' on anything from Boris Johnson is beginning to look a little odd. Even 'fishy'.  He has to come out and face people   now.  #BrexitShambles #brexitdisgeace #BorisJohnsonShouldNotBePM
5077,13,@danawhite @drockett69 I think Dana is way out of order here. He doesn't give a fuck about the fans. If he did he wouldn't be talking to one like that. Donny is absolutely right and most of us feel the same. Dana is turning the promotion into circus one ppv at a time #dickhead
5078,13,In case @realDonaldTrump still thinks my people like him. #FuckTrump https://t.co/FvBequHrbc
5079,13,If the @Conservatives elect #borisjohnson I will never vote for them again! #BorisJohnsonShouldNotBePM #noshowboris
5080,13,We wait until 7.30 in the evening in Aus just to know its raining today. Rain 1: Cricket 0 #ShameOnICC
5081,13,@ICC you should be worried about other things rather than a sign of patriotism on @msdhoni gloves huh #DhoniKeepsTheGlove #INDvsAUS #ICCWorldCup2019 https://t.co/dPlEcrWHYt
5082,13,He's going to CURE CANCER Now 🙄  These people need to be put on an island.  #CreepyJoe #Douchebag
5083,13,If any other mob had attacked doctors @MamataOfficial’s @WBPolice would have beat them up.    But since it was Mamata’s special community she attacked the doctors instead. Perfect exemplar of Indian secularism.    #DoctorsFightBack   #SaveBengal https://t.co/s6pajJh1Bz
5084,13,'It Is All A Lie': ⁦@MichaelWolffNYC⁩ Busts The Myth That #IdiotTrump Is A Master Dealmaker https://t.co/FYnl8wCXij
5085,13,@nowthisnews I hope no one else hires this #Douchebag
5087,13,"#DoctorsFightBack | There's almost a golden rule - a government that allows circumstances to have doctors striking is unpardonable: Anand Ranganathan, Scientist &amp; Author https://t.co/uy6nFZjP2l"
5088,7,@zerohedge Trump trying to take us to another war! #fucktrump #maga #magaidiotsareidiots #FalseFlag #trumpdistractons #trumpsucks
5090,1,"Damn, @RealDonaldtRUMP is such a loser and #magats don't care. Suckers. #maga #FOXNews #FuckTrump https://t.co/MaGXR7F8Vb via @HuffPostPol"
5091,7,"What National untidy. This spoiled trust fund fuck up has split this country. He should look in the mirror when he makes a comment like this. He’s virtuous, ideological ways have killed our economy and any future our kids and Gkids have. #douchebag https://t.co/73DBWlvF58"
5092,1,@realDonaldTrump You mean the Obama economy you inherited?  #TrumpIsATraitor #TrumpIsACriminal #TrumpIsTheEnemyOfThePeople #TrumpIsAFraud #TrumpIsFake #TrumpsAnInternationalDisgrace #TrumpCrimeFamily #ImpeachTrumpNow
5098,7,"@RepMikeJohnson What happened to you, mike????    #FUCKTRUMP #FUCKTRUMP #FUCKTRUMP https://t.co/NkTocGpU3J"
5100,7,@TimesNow @iSamiakapoor Bloody hypocrites. @INCIndia though decimated will not stop fingering. I want 2 see what name will @RahulGandhi take at his oath taking. @drswamy did he respond to the courts on his british citizenship? #PragyaOathRow #congresskaANYAY #CongressMuktBharat @htTweets @AmitShahOffice
5108,7,@realDonaldTrump You're getting impeached! #fucktrump https://t.co/eI1Kqnq4IP
5109,7,impeach that arrogant piece of shit nOW #fucktrump https://t.co/iaDeWmAD9k
5110,7,Arrrggghhhh absolutely raging. Do not guilt trip an 8 year old boy to spend time with you cos your gf does the washing up so you can give one on one time!!! Absolutely livid. #twat #dickhead 🤬🤬🤬🤬
5111,1,@Stop_Trump20 @ResistanceNOW77 Stupid @realDonaldTrump   The faux king @POTUS   The night of November 3rd 2020.    SHAME  #TrumpForPrison2020   #TrumpForPrison   #TrumpForJail2020   #TrumpisaTraitor  #DumbDonald   #desperate #DonaldTrump   #ImpeachTrumpNow   #ImpeachTrump   #TrumpIsACriminal   #ImpeachTrump   #FBRParty #FBR
5118,7,@therealduglop65 @monkeyface__ THIS IS HORRIBLE!!!! THIS IS ANTI-AMERICAN!!!! #FUCKTRUMP #FUCKTHEGOP AND #FUCKHERTOO 😡😰🤬🤢
5120,1,"@realDonaldTrump IMPEACH *cough, cough, cough, cough, cough* TRUMP *cough, cough, cough, cough, cough* NOW!    *cough, cough, cough, COUGH, COUGH, COUGH, C.O.U.G.H, C.O.U.G.H*    #ImpeachTrumpNow   #TrumpIsATraitor  #TrumpIsANationalSecurityThreat"
5121,7,"@realDonaldTrump I don't buy it for a MINUTE. But even if your numbers were 20%, I'd still be PROFOUNDLY disappointed in my Traitorous and weak-minded country men and women...    #ImpeachmentInquiryNow  #ImpeachTheMFTraitor  #TrumpsWorseThanNixon  #TraitorTrump  #FUCKTrump    #Resistance 🇺🇲🇺🇲🇺🇲 https://t.co/oGWm2JzA9J"
5123,1,#ComplicitGOP needs to be exposed as part of #Russian plot to interfere w/ our #elections b/c they will help #Trump do it again in#Election2020 .  #TrumpsAnInternationalDisgrace   #TrumpIsATraitor #ImpeachTrumpNow   #ImpeachDonaldTrump #ImpeachmentInquiryNow #ImpeachmentHearingsNow https://t.co/i3QKKqiuzl
5131,1,@realDonaldTrump So now you'll have to find someone else to tell your lies  #TrumpIsATraitor   #TrumpIsADisgrace   #TrumpIsAFraud https://t.co/1iBHrv7Wv3
5136,1,"@Schreibernews @RockinghamAlert @UnionLeader Hopefully he wakes up every morning for the next 6 months to a beating, and goes to bed with another. #Douchebag"
5142,7,He’s literally f***king the Flag...   #flagday   #TrumpIsATraitor https://t.co/On1UbLrGhZ
5143,7,You’re a complete IDIOT.   #FUCKtRump https://t.co/BSbmlCkqxV
5146,1,"#SkyNews   #BorisJohnson  What about your distasteful comments about #Muslimwomen   #BorisJohnson Is #AntiMuslim #islamaphobic   He will also bring his father,  brother and sister into Downing Street , a Johnson dynasty,  just like #Trump 🙀🤢 https://t.co/rxXMxSaaU6"
5148,7,"U cannot get more irritated by some jobless indians making memes on rain affected #CWC2019 just cuz one of the games on India is washed out. Its weather, its unpredictable. And the World Cups have to played in this time around! Why fucking trend #shameonICC ? Idiots"
5150,7,@TheRickWilson @NYDailyNews That was a year ago and it's even worse today. #fucktrump #fuckallthetrumps #fucktrumpsupporters
5151,7,Just pray for 16 june..🙏🙏...we have waited for 4 years for epic encounter not for this shit planning of worldcup matches #ShameOnICC #INDvsPAK #CWC19 @cricketworldcup @ICC @BCCI https://t.co/XudpccE1qR
5154,7,@realDonaldTrump @USArmy #HappyJohnMcCainDay EVERYONE! #FUCKTRUMP #NOTMYPRESIDENT #TRUMPRESIGN #SHOVEURWALLUPURFATASSCUNTBAG #IMPEACHTHEMOTHAFUCKA
5158,13,@TimesNow #Islam is a plague to Mankind.. torture &amp; kill non-believers of #Islam    #RAPIST #ISLAMIC MONSTERS     #JusticeForGudiya #JusticeForTwinkleSharma #JusticeForTwinkle
5159,7,"@baran_jeff OH HELL TO THE NO!! 🤮 #Murderer #Pos #GoToHell #DirtyBastard #PureTrash I could keep going, but I’m physically sick, can’t he be banned from Twitter?"
5161,13,"Rohit Sharma scored 100 against Muslim nation...    And now some people are saying it is HINDU TERROR, BHAGWA ATANKWAD😂😂  #Hinduphobic   #HinduPhobia   #terroristNationPakistan   #IndiaVsPakistan https://t.co/uhGTnuOb6L"
5165,7,Are you fucking NUTS!!!!! #dickhead https://t.co/yhVD75MobL
5168,7,@GOP Is there anyone in this party with the balls to stand up to #OrangeFoolious and do what is right for their constituents and America. I changed parties because of the spineless attitudes and HATE towards women. #FuckTrump #BeBest #MAGA #AmericaFirst
5171,1,@realDonaldTrump The only thing #Corrupt with #ZeroCredibilty is you. You are the biggest embarrassment this country has ever seen. #VetsResistSquadron #VeteransAgainstTrump #TrumpIsATraitor #BlueWave2020 #VoteBlueToSaveAmerica #Resistance #TrumpCrimeSyndicate #TrumpCrimeFamilyMustGo https://t.co/Mz0ZyXeDQl
5172,1,ICC IS THE MOST INCOMPETENT AUTHORITY EVER #ShameOnICC
5174,7,WASHINGTON (AP/UPI/LMNOP) - Sources confirm that the White House intends to cut out the middleman and replace outgoing Press Secretary Sarah Huckabee with a steaming pile of horseshit.  . . .   #whitehouse #FuckTrump #gtfo #byefelicia  #Photoshop #davesart… https://t.co/t1nMBM5H9e https://t.co/rv04JWvPfg
5175,7,"If your asthma is that bad that you cannot take a breath test then I'm assuming you're using your inhalers constantly...which in that case you shouldn't be driving anyway, cos they make you lightheaded, you double standard, hypocritical dogshite! #deansaunders #lufc #dickhead https://t.co/hLx18BK3Cc"
5181,1,@B52Malmet He’s just a #Scumbag and a #ShitHuman and a #Traitor #Liar #PutinWhore #MoneyWhore #Cheat #Thief #Grifter #Conman #Sleaze #Kidnapper #Murderer #ChildAbuser #AntiLife #AntiRights #Corward #AntiFemale #AntiPlanet #FakeChristian #AntiAmerican
5183,7,"#MikePence and his beady little eyes can fuck right off. #FatNixon is dumb as shit, but Pence is rotten to his fucking core. Send my regards to Mother, too. God, 2020 can’t get here fast enough. #PrideMonth #VoteBlue2020 #FuckTrump #FuckPence #FucktheGOP"
5185,1,Saudi crown prince calls for a 'decisive stand' against Iran  #MURDERER why don’t you just gave them murdered as u did with #JamalKhashoggi This thing is a disgrace and any world leader 👂 2 or dealing w/him is no better #DISGRACEFUL murderer #pissonyou  https://t.co/VbhYpMfQJP
5186,13,@Im_Pakistanii @ZKhanOfficial @RashkEHina10 @suchitrav @BDUTT @VORdotcom but not listen on #internationalLevel share #internationallevel like #kathua  One religion Spoils by people but same people quit particular  Religion spred #Terrioust  When that religion come that gives #Invitation #Terrioust #Rapist #Voience #TerroristReligion that ✔️with #Examples
5188,13,Need to remove Minority law.  #minority   #Islam  #TerroristHasReligion  #rapist  #PopulationControlLaw    @AmitShah   @narendramodi   Cc:@AskAnshul
5189,1,"So #Individual1 keeps praising #KimJongUn, a #criminal #murderer #dictator as somebody with great leadership who just wrote him a 'beautiful letter' WTF!"
5192,7,From our Latino friends. #Liar #fucksarahsanders #fucktrump #VoteBlueNoMatterWho2020 https://t.co/bvqU7aKvIB
5194,13,A cursory look at the comments section of #Mamata's tweets indicates why she gives two hoots to her detractors. Almost all the critical comments are from North Indians/Non Bengalis. She knows her votebank is intact. #DoctorsFightBack
5195,13,"@ICC has problem with gloves, bats and everything else other than games being washed out! #ShameOnICC   Focus on having cricket matches than controversies. #RainStopsMatch #rainworldcup @bhogleharsha https://t.co/kc0lI2lrB5"
5196,13,The list of reasons why @realDonaldTrump is one of the most despicable people we’ve ever seen is endless. If there is any justice in this world he will die alone in a prison cell. #FuckTrump  https://t.co/xC6itqsqnn
5197,1,Very simple: #TrumpIsATraitor https://t.co/S36OegqzJw
5198,13,#trumpisatraitor #cocainmitch have helped russia do this...... are these Patriotic Americans or traitors! What about #cocainmitch blocking cyber-security legislation for the 2020 election! https://t.co/jXZ6ilk91b
5210,13,@TheRealOJ32 @KrisJenner ' only in America '  would a person who murdered his ex wife be treated like a hero instead of the scumbag he is .  Fitting that he admires trump - the pair of lying psychopaths have a lot in common .  #OJSimpson #POTUS45 #murderer
5211,1,"power hungry little boy trying to please his Daddy too stupid to realize psychopath Putin played him. Yup. Donny IS a stupid, insecure, immature, greedy, angry, foolish LOSER #NarcissisticPersonalityDisorder  oh... and... Happy Birthday, Mother Fucker. #FuckTrump #ImpeachTrump"
5212,1,@IanGerald5 Don't forget TRAITOR!  #FucktRump🖕
5214,1,@stephen_kolenda @PAYNE_21 What that I’ve banged more women than you even know?   Come back when your Shit talking game is on point... until then go spend time with your 🐐 &amp; cuddle up in the corner &amp; cry me a river   #DoucheBag  #HTTR
5217,13,"Saw some SRK fans using #ShameOnICC tag blaming ICC for the Disasters    Do they know about cricket more than ICC ? Baap ko gyan de Rahe hai ?  Don't need fake viewers like you, chalte bano"
5218,1,@EllenLWeintraub @lindab5169 #TrumpIsNotAboveTheLaw #TrumpIsADisgrace #TrumpIsATraitor #RussianElectionInterference is real!  #ImpeachmentInquiryNow #TrumpForPrison #PenceForPrison #MakeTrumpUnpresidentedAgain #MTUA
